,Accuracy,Accuracy,Precision,Precision,Recall,Recall,F1,F1,ROC_AUC,ROC_AUC,n_selected_features,n_selected_features
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Model,,,,,,,,,,,,
MLP,0.8098765432098766,0.020398409434392986,0.8344944486820918,0.04096236362278237,0.9315476190476191,0.02436116896390613,0.8799323282081902,0.026553233234369332,0.7719907407407408,0.14620432286322285,2.3333333333333335,1.5275252316519468
