Model,Threshold,Accuracy,Balanced_Acc,Precision,Recall,F1
LogisticRegression,0.53,0.7960526315789473,0.6843869731800767,0.8455284552845529,0.896551724137931,0.8702928870292888
LogisticRegression,0.54,0.7960526315789473,0.6939655172413793,0.8512396694214877,0.8879310344827587,0.869198312236287
LogisticRegression,0.55,0.7828947368421053,0.6853448275862069,0.8487394957983193,0.8706896551724138,0.8595744680851064
LogisticRegression,0.56,0.7894736842105263,0.6992337164750958,0.8559322033898306,0.8706896551724138,0.8632478632478633
LogisticRegression,0.5700000000000001,0.7828947368421053,0.6949233716475096,0.8547008547008547,0.8620689655172413,0.8583690987124464
LogisticRegression,0.5800000000000001,0.7828947368421053,0.6949233716475096,0.8547008547008547,0.8620689655172413,0.8583690987124464
LogisticRegression,0.59,0.7697368421052632,0.6863026819923372,0.8521739130434782,0.8448275862068966,0.8484848484848485
LogisticRegression,0.6,0.7697368421052632,0.6863026819923372,0.8521739130434782,0.8448275862068966,0.8484848484848485
LogisticRegression,0.61,0.7631578947368421,0.6819923371647509,0.8508771929824561,0.8362068965517241,0.8434782608695652
LogisticRegression,0.62,0.7631578947368421,0.6819923371647509,0.8508771929824561,0.8362068965517241,0.8434782608695652
LogisticRegression,0.63,0.7631578947368421,0.6819923371647509,0.8508771929824561,0.8362068965517241,0.8434782608695652
LogisticRegression,0.64,0.756578947368421,0.6776819923371648,0.8495575221238938,0.8275862068965517,0.8384279475982532
LogisticRegression,0.65,0.75,0.6733716475095786,0.8482142857142857,0.8189655172413793,0.8333333333333334
LogisticRegression,0.66,0.75,0.6733716475095786,0.8482142857142857,0.8189655172413793,0.8333333333333334
LogisticRegression,0.67,0.7368421052631579,0.6647509578544062,0.8454545454545455,0.8017241379310345,0.8230088495575221
LogisticRegression,0.68,0.7368421052631579,0.6743295019157088,0.8518518518518519,0.7931034482758621,0.8214285714285714
LogisticRegression,0.6900000000000001,0.7302631578947368,0.6700191570881227,0.8504672897196262,0.7844827586206896,0.8161434977578476
LogisticRegression,0.7000000000000001,0.7236842105263158,0.6657088122605364,0.8490566037735849,0.7758620689655172,0.8108108108108109
LogisticRegression,0.7100000000000001,0.7236842105263158,0.6657088122605364,0.8490566037735849,0.7758620689655172,0.8108108108108109
LogisticRegression,0.72,0.7105263157894737,0.657088122605364,0.8461538461538461,0.7586206896551724,0.8
LogisticRegression,0.73,0.7171052631578947,0.6709770114942528,0.8543689320388349,0.7586206896551724,0.8036529680365296
LogisticRegression,0.74,0.7171052631578947,0.6709770114942528,0.8543689320388349,0.7586206896551724,0.8036529680365296
LogisticRegression,0.75,0.7105263157894737,0.6666666666666667,0.8529411764705882,0.75,0.7981651376146789
LogisticRegression,0.76,0.7105263157894737,0.6666666666666667,0.8529411764705882,0.75,0.7981651376146789
LogisticRegression,0.77,0.7105263157894737,0.6666666666666667,0.8529411764705882,0.75,0.7981651376146789
LogisticRegression,0.78,0.6973684210526315,0.6580459770114943,0.85,0.7327586206896551,0.7870370370370371
LogisticRegression,0.79,0.6973684210526315,0.6580459770114943,0.85,0.7327586206896551,0.7870370370370371
LogisticRegression,0.8,0.6973684210526315,0.6580459770114943,0.85,0.7327586206896551,0.7870370370370371
LogisticRegression,0.81,0.6907894736842105,0.6537356321839081,0.8484848484848485,0.7241379310344828,0.7813953488372093
LogisticRegression,0.8200000000000001,0.6776315789473685,0.6451149425287357,0.845360824742268,0.7068965517241379,0.7699530516431925
LogisticRegression,0.8300000000000001,0.6644736842105263,0.6364942528735633,0.8421052631578947,0.6896551724137931,0.7582938388625592
LogisticRegression,0.8400000000000001,0.6644736842105263,0.6364942528735633,0.8421052631578947,0.6896551724137931,0.7582938388625592
LogisticRegression,0.85,0.6513157894736842,0.6278735632183908,0.8387096774193549,0.6724137931034483,0.7464114832535885
LogisticRegression,0.86,0.6513157894736842,0.6278735632183908,0.8387096774193549,0.6724137931034483,0.7464114832535885
LogisticRegression,0.87,0.631578947368421,0.6245210727969349,0.8409090909090909,0.6379310344827587,0.7254901960784313
LogisticRegression,0.88,0.631578947368421,0.6245210727969349,0.8409090909090909,0.6379310344827587,0.7254901960784313
LogisticRegression,0.89,0.6052631578947368,0.60727969348659,0.8333333333333334,0.603448275862069,0.7
LogisticRegression,0.9,0.5921052631578947,0.6082375478927202,0.8375,0.5775862068965517,0.6836734693877551
