,Accuracy,Accuracy,Precision,Precision,Recall,Recall,F1,F1,ROC_AUC,ROC_AUC,n_selected_features,n_selected_features
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Model,,,,,,,,,,,,
LinearSVM,0.7951234567901234,0.13436079600283282,0.7907142857142858,0.13082742956479199,1.0,0.0,0.8789660204294352,0.08543867795955135,0.7039517195767195,0.12151065166552476,22.0,0.0
LogisticRegression,0.8314197530864198,0.06294126350840712,0.8624682374682374,0.037303173616315924,0.9285714285714285,0.12371791482634843,0.890061607337414,0.0499218451396193,0.6725363756613757,0.2386650358555618,3.3333333333333335,0.5773502691896258
RandomForest,0.8114197530864198,0.05870935050926669,0.8405982905982906,0.056832385210953094,0.9260912698412698,0.10215243623451675,0.8779835390946502,0.04913647454924281,0.7573578042328042,0.10339624789084877,5.666666666666667,1.1547005383792517
XGBoost,0.8175925925925926,0.05094275816103298,0.8313492063492064,0.0607998152620816,0.9523809523809524,0.08247860988423224,0.885113685113685,0.041937551271320705,0.8170056216931217,0.04110939469451823,5.666666666666667,1.1547005383792517
