Model,Best_Threshold,Strategy_Note,Best_F1,Best_Recall,Best_Bal_Acc,Best_Precision,Default_F1_0.50,Constraint_Target
MLP,0.52,Constraint Met ✅,0.887,0.9138,0.7208,0.8618,0.8816,Recall>=0.9
